generation,member,lr,metric,metric_delta,metric_ema,metric_ema_delta,state,direction_streak,action,reason,action_ready,safety_check,proposed_lr,bounded_lr,applied
69,fixed_lr_10p5e-6,1.05e-05,0.3681008109530146,0.0005280740604695078,0.368257016455643,0.00015620550262845923,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
69,fixed_lr_12e-6,1.2e-05,0.366299673907121,0.0006453015245970195,0.3663669687816077,6.729487448664528e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
69,fixed_lr_14e-6,1.4e-05,0.3662376998313049,0.00023757978541227853,0.36681083404101433,0.0005731342097095027,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
70,fixed_lr_3e-6,3e-06,0.38150775802464393,0.0017404067216194585,0.3820301344060566,0.0005223763814126148,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
70,fixed_lr_4p5e-6,4.5e-06,0.3715872175441654,0.002629485830392242,0.37322040281602864,0.00163318527186318,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
70,fixed_lr_6e-6,6e-06,0.368341509342883,0.0004247270027393224,0.36853069279247685,0.0001891834495938438,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
70,fixed_lr_7p5e-6,7.5e-06,0.3688808486675757,0.000789557656070583,0.3693213265587795,0.00044047789120382763,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
70,fixed_lr_9e-6,9e-06,0.3688710882363242,0.0009752838833004818,0.36922464623975804,0.00035355800343384036,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
70,fixed_lr_10p5e-6,1.05e-05,0.36771039616091883,0.00039041479209578345,0.3679837063082809,0.0002733101473620936,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
70,fixed_lr_12e-6,1.2e-05,0.3658729865030229,0.0004266874040980695,0.3661199776423153,0.00024699113929238514,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
70,fixed_lr_14e-6,1.4e-05,0.3671100865471722,-0.0008723867158673126,0.36696046029409324,-0.00014962625307890498,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
71,fixed_lr_3e-6,3e-06,0.38128415336646226,0.0002236046581816642,0.38165714388625943,0.00037299051979716724,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
71,fixed_lr_4p5e-6,4.5e-06,0.3726514243518211,-0.0010642068076556765,0.37293591358392486,0.0002844892321037795,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
71,fixed_lr_6e-6,6e-06,0.36890120686295047,-0.0005596975200674592,0.36871594982771366,-0.0001852570352368077,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
71,fixed_lr_7p5e-6,7.5e-06,0.36924542808795185,-0.0003645794203761543,0.3692833773233657,3.7949235413781146e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
71,fixed_lr_9e-6,9e-06,0.36862091307125866,0.00025017516506553594,0.36892277965550835,0.00030186658424968815,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
71,fixed_lr_10p5e-6,1.05e-05,0.3682752828858255,-0.0005648867249066769,0.36812949459705324,-0.00014578828877231942,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
71,fixed_lr_12e-6,1.2e-05,0.36547380016835285,0.00039918633467006526,0.36579688890533407,0.0003230887369812252,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
71,fixed_lr_14e-6,1.4e-05,0.36562405889719746,0.0014860276499747416,0.3662922595956454,0.0006682006984478628,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
72,fixed_lr_3e-6,3e-06,0.38257132624115997,-0.0012871728746977062,0.3821142350637097,-0.00045709117745024175,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
72,fixed_lr_4p5e-6,4.5e-06,0.3708919027360895,0.001759521615731563,0.3719139081600072,0.0010220054239176712,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
72,fixed_lr_6e-6,6e-06,0.36959615339701746,-0.0006949465340669869,0.36915605161236553,-0.00044010178465186955,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
72,fixed_lr_7p5e-6,7.5e-06,0.3696481858622166,-0.00040275777426473924,0.36946578159279114,-0.0001824042694254513,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
72,fixed_lr_9e-6,9e-06,0.36918532971445034,-0.0005644166431916786,0.3690540546849793,-0.00013127502947096747,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
72,fixed_lr_10p5e-6,1.05e-05,0.3678547408444529,0.00042054204137259577,0.3679921177207531,0.00013737687630016593,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
72,fixed_lr_12e-6,1.2e-05,0.36571008257302706,-0.00023628240467421513,0.36575348573918054,4.340316615353279e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
72,fixed_lr_14e-6,1.4e-05,0.3637088911651922,0.0019151677320052296,0.3650005753804188,0.001291684215226574,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
73,fixed_lr_3e-6,3e-06,0.3811373801250689,0.001433946116091045,0.3816258075943893,0.0004884274693203738,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
73,fixed_lr_4p5e-6,4.5e-06,0.37060786287376063,0.00028403986232888867,0.3712608855168839,0.00065302264312328,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
73,fixed_lr_6e-6,6e-06,0.37086350371625026,-0.0012673503192328073,0.37000977766430787,-0.0008537260519423384,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
73,fixed_lr_7p5e-6,7.5e-06,0.36966809539270984,-1.9909530493245065e-05,0.36956693849275046,-0.00010115689995932042,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
73,fixed_lr_9e-6,9e-06,0.3695220836361058,-0.0003367539216554416,0.3692880691605426,-0.00023401447556326005,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
73,fixed_lr_10p5e-6,1.05e-05,0.3673855467722242,0.0004691940722287291,0.36768883224648863,0.0003032854742644475,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
73,fixed_lr_12e-6,1.2e-05,0.36618135242773,-0.00047126985470291594,0.36596741908345526,-0.00021393334427471933,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
73,fixed_lr_14e-6,1.4e-05,0.3648777831448159,-0.0011688919796236652,0.3649391792626173,6.139611780148213e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
74,fixed_lr_3e-6,3e-06,0.38009657267855057,0.0010408074465183548,0.3808611901364699,0.0007646174579193921,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
74,fixed_lr_4p5e-6,4.5e-06,0.3708892555033181,-0.00028139262955745314,0.371075070510101,0.00018581500678288565,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
74,fixed_lr_6e-6,6e-06,0.3657736163819825,0.00508988733426774,0.36789169702314517,0.0021180806411627007,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
74,fixed_lr_7p5e-6,7.5e-06,0.3683430330882309,0.00132506230447893,0.3689549857904907,0.000611952702259777,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
74,fixed_lr_9e-6,9e-06,0.3679326638678834,0.0015894197682223554,0.368610366514213,0.0006777026463296032,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
74,fixed_lr_10p5e-6,1.05e-05,0.3672974974221117,8.80493501124735e-05,0.36749316483430017,0.0001956674121884605,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
74,fixed_lr_12e-6,1.2e-05,0.3646603311318098,0.0015210212959201885,0.3653138751076325,0.0006535439758227346,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
74,fixed_lr_14e-6,1.4e-05,0.36444585677074626,0.0004319263740696355,0.3646925180166818,0.00024666124593553107,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
75,fixed_lr_3e-6,3e-06,0.3809255179736098,-0.0008289452950592247,0.3808933540550399,-3.2163918569971806e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
75,fixed_lr_4p5e-6,4.5e-06,0.37205166548345897,-0.0011624099801408883,0.37156336799678,-0.0004882974866790013,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
75,fixed_lr_6e-6,6e-06,0.3666090351739189,-0.000835418791936382,0.367250366098532,0.0006413309246131593,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
75,fixed_lr_7p5e-6,7.5e-06,0.3659608685909938,0.0023821644972371048,0.3674579271907422,0.0014970585997484687,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
75,fixed_lr_9e-6,9e-06,0.36945618748580167,-0.0015235236179182432,0.3690332770000073,-0.00042291048579434776,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
75,fixed_lr_10p5e-6,1.05e-05,0.3655344117610403,0.0017630856610714174,0.36651378829767023,0.000979376536629939,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
75,fixed_lr_12e-6,1.2e-05,0.3639537710607137,0.0007065600710960962,0.36463382308417314,0.0006800520234593876,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
75,fixed_lr_14e-6,1.4e-05,0.36483686115232034,-0.00039100438157407824,0.36476468958450103,-7.217156781924583e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
76,fixed_lr_3e-6,3e-06,0.3791877508222356,0.0017377671513741921,0.38004055243863777,0.0008528016164021102,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
76,fixed_lr_4p5e-6,4.5e-06,0.3700321482620791,0.002019517221379885,0.37079775812942956,0.0007656098673504697,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
76,fixed_lr_6e-6,6e-06,0.366754937473432,-0.00014590229951311207,0.367002651785982,0.0002477143125499959,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
76,fixed_lr_7p5e-6,7.5e-06,0.3695607661317905,-0.0035998975407967038,0.36850934666126633,-0.0010514194705241175,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
76,fixed_lr_9e-6,9e-06,0.3686339524686974,0.0008222350171042669,0.3688336147343524,0.00019966226565493184,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
76,fixed_lr_10p5e-6,1.05e-05,0.3676132608454409,-0.0020788490844005914,0.36706352457155556,-0.0005497362738853262,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
76,fixed_lr_12e-6,1.2e-05,0.36690296737300077,-0.0029491963122870724,0.36576839522858695,-0.0011345721444138146,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
76,fixed_lr_14e-6,1.4e-05,0.3643506691568569,0.0004861919954634586,0.36455767937067896,0.00020701021382207863,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
77,fixed_lr_3e-6,3e-06,0.3800075233710128,-0.0008197725487771867,0.3800240379048253,1.6514533812461707e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
77,fixed_lr_4p5e-6,4.5e-06,0.37104053303264634,-0.00100838477056725,0.37091914558103795,-0.00012138745160839015,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
77,fixed_lr_6e-6,6e-06,0.36602736417005766,0.0007275733033743625,0.36651500797801984,0.0004876438079621792,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
77,fixed_lr_7p5e-6,7.5e-06,0.36853352814796364,0.0010272379838268675,0.36852143740461496,-1.2090743348625033e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
77,fixed_lr_9e-6,9e-06,0.36747712359385687,0.001156828874840532,0.36815536916410463,0.0006782455702477597,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
77,fixed_lr_10p5e-6,1.05e-05,0.3662086927391808,0.0014045681062601068,0.36663610865536816,0.0004274159161873903,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
77,fixed_lr_12e-6,1.2e-05,0.36467199612900286,0.0022309712439979035,0.36522019567879493,0.0005481995497920167,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
77,fixed_lr_14e-6,1.4e-05,0.3667853848402168,-0.0024347156833599004,0.3656715321054479,-0.0011138527347689386,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
78,fixed_lr_3e-6,3e-06,0.3785547923672908,0.0014527310037220076,0.3792894151360581,0.0007346227687672346,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
78,fixed_lr_4p5e-6,4.5e-06,0.37056388723210115,0.00047664580054518346,0.37074151640656955,0.00017762917446839666,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
78,fixed_lr_6e-6,6e-06,0.3664740141757413,-0.00044665000568366864,0.3664945110768806,2.0496901139255286e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
78,fixed_lr_7p5e-6,7.5e-06,0.3677371733901924,0.0007963547577712338,0.3681293053974037,0.0003921320072112766,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
78,fixed_lr_9e-6,9e-06,0.367628108181818,-0.0001509845879611449,0.3678917386729613,0.0002636304911433074,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
78,fixed_lr_10p5e-6,1.05e-05,0.36603186025900486,0.00017683248017591469,0.3663339844571865,0.0003021241981816525,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
78,fixed_lr_12e-6,1.2e-05,0.36547380016835285,-0.0008018040393499848,0.3653469979235739,-0.0001268022447789563,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
78,fixed_lr_14e-6,1.4e-05,0.3670114609239906,-0.0002260760837738407,0.36634149651471926,-0.0006699644092713619,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
79,fixed_lr_3e-6,3e-06,0.37672929574418346,0.0018254966231073255,0.37800935544012076,0.0012800596959373078,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
79,fixed_lr_4p5e-6,4.5e-06,0.3682261614383037,0.0023377257937974294,0.36948383892243664,0.001257677484132913,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
79,fixed_lr_6e-6,6e-06,0.3669914665345355,-0.0005174523587941904,0.36674298880570805,-0.00024847772882746755,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
79,fixed_lr_7p5e-6,7.5e-06,0.36869114937750463,-0.0009539759873122278,0.36841022738745416,-0.0002809219900504756,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
79,fixed_lr_9e-6,9e-06,0.3673747376840807,0.00025337049773732634,0.367633238178521,0.00025850049444031686,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
79,fixed_lr_10p5e-6,1.05e-05,0.3663212098257522,-0.00028934956674736556,0.36632759714146934,6.387315717171216e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
79,fixed_lr_12e-6,1.2e-05,0.3657485129025186,-0.0002747127341657385,0.36554775541304624,-0.0002007574894723474,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
79,fixed_lr_14e-6,1.4e-05,0.36683860056701895,0.00017286035697167135,0.3665900485408691,-0.00024855202614981753,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
80,fixed_lr_3e-6,3e-06,0.37881654968078976,-0.0020872539366063037,0.37841295256045526,-0.0004035971203344979,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
80,fixed_lr_4p5e-6,4.5e-06,0.36996533664434617,-0.0017391752060424426,0.3697245877833914,-0.00024074886095476478,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
80,fixed_lr_6e-6,6e-06,0.36622993541758364,0.0007615311169518746,0.3664864621116458,0.0002565266940622313,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
80,fixed_lr_7p5e-6,7.5e-06,0.3685913076253389,9.984175216570801e-05,0.36850076750639654,-9.054011894238378e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
80,fixed_lr_9e-6,9e-06,0.36852450469289527,-0.001149767008814584,0.36807887143570817,-0.0004456332571871613,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
80,fixed_lr_10p5e-6,1.05e-05,0.3659496537025351,0.0003715561232170983,0.36613862542200226,0.00018897171946707925,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
80,fixed_lr_12e-6,1.2e-05,0.3672992656551574,-0.0015507527526388287,0.3664235105341018,-0.0008757551210555881,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
80,fixed_lr_14e-6,1.4e-05,0.36847761778502486,-0.0016390172180059115,0.36753383316294697,-0.0009437846220778923,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
81,fixed_lr_3e-6,3e-06,0.38064353656804356,-0.0018269868872538009,0.3795282445642494,-0.0011152920037941216,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
81,fixed_lr_4p5e-6,4.5e-06,0.3689374344368855,0.0010279022074606847,0.36933101111013844,0.00039357667325296,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
81,fixed_lr_6e-6,6e-06,0.3675570408726687,-0.0013271054550850758,0.36702175149215727,-0.00053528938051145,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
81,fixed_lr_7p5e-6,7.5e-06,0.36864914908332386,-5.784145798493068e-05,0.3685749582948602,-7.419078846365723e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
81,fixed_lr_9e-6,9e-06,0.3674263812016325,0.001098123491262759,0.36775262631867034,0.00032624511703782666,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
81,fixed_lr_10p5e-6,1.05e-05,0.36617448376718925,-0.00022483006465412458,0.36615655459459573,-1.7929172593467158e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
81,fixed_lr_12e-6,1.2e-05,0.36685593172199626,0.00044333393316114966,0.36663972112804905,-0.0002162105939472192,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
81,fixed_lr_14e-6,1.4e-05,0.367277209058148,0.0012004087268768782,0.3674055211105475,0.00012831205239949295,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
82,fixed_lr_3e-6,3e-06,0.3793543590108956,0.0012891775571479691,0.3794413017875725,8.694277667686823e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
82,fixed_lr_4p5e-6,4.5e-06,0.3680727749260094,0.0008646595108760535,0.36870189301807393,0.0006291180920645068,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
82,fixed_lr_6e-6,6e-06,0.36754848720650984,8.553666158872542e-06,0.36728511934933356,-0.00026336785717628874,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
82,fixed_lr_7p5e-6,7.5e-06,0.36806718512134234,0.0005819639619815131,0.36832107170810124,0.0002538865867589557,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
82,fixed_lr_9e-6,9e-06,0.36738045996200436,4.5921239628154975e-05,0.3675665431403373,0.00018608317833301857,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
82,fixed_lr_10p5e-6,1.05e-05,0.3672245428677176,-0.0010500591005283555,0.3666905487311567,-0.0005339941365609668,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
82,fixed_lr_12e-6,1.2e-05,0.3685418455629467,-0.0016859138409504593,0.3675907833454979,-0.0009510622174488392,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
82,fixed_lr_14e-6,1.4e-05,0.3671386078395607,0.00013860121858727537,0.3672720644750541,0.0001334566354933564,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
83,fixed_lr_3e-6,3e-06,0.3784864502915771,0.0008679087193184665,0.3789638760395748,0.0004774257479976951,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
83,fixed_lr_4p5e-6,4.5e-06,0.36785515039978,0.00021762452622942074,0.36827852170892694,0.0004233713091469915,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
83,fixed_lr_6e-6,6e-06,0.3670784419916009,0.000470045214908954,0.36718178067046725,0.00010333867886630488,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
83,fixed_lr_7p5e-6,7.5e-06,0.36841991347652886,-0.0003527283551865157,0.368370492592315,-4.942088421377999e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
83,fixed_lr_9e-6,9e-06,0.3673029144635424,7.754549846195058e-05,0.36743472880193984,0.00013181433839748458,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
83,fixed_lr_10p5e-6,1.05e-05,0.3657264989798729,0.0014980438878446911,0.36620852385551483,0.00048202487564186214,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
83,fixed_lr_12e-6,1.2e-05,0.36699547405097943,0.0015463715119672927,0.36729312869823866,0.00029765464725922675,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
83,fixed_lr_14e-6,1.4e-05,0.36592668267756645,0.001211925161994254,0.3665993735763103,0.0006726908987438329,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
84,fixed_lr_3e-6,3e-06,0.3798118581568296,-0.0013254078652524814,0.3793878670982022,-0.00042399105862739317,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
84,fixed_lr_4p5e-6,4.5e-06,0.3681463687573395,-0.0002912183575595195,0.36821244523313323,6.607647579370823e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
84,fixed_lr_6e-6,6e-06,0.3667550143397853,0.00032342765181558875,0.3669683975051263,0.00021338316534097457,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
84,fixed_lr_7p5e-6,7.5e-06,0.36900062703249503,-0.0005807135559661725,0.36868555981240503,-0.000315067220090004,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
84,fixed_lr_9e-6,9e-06,0.36724499485734774,5.7919606194667406e-05,0.3673398618296438,9.486697229604824e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
84,fixed_lr_10p5e-6,1.05e-05,0.3651610418176948,0.0005654571621780957,0.3656847828366048,0.0005237410189100067,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
84,fixed_lr_12e-6,1.2e-05,0.3660431166342755,0.0009523574167039084,0.3666681226662571,0.0006250060319815676,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
84,fixed_lr_14e-6,1.4e-05,0.36703978843028584,-0.00111310575271939,0.36681958100329803,-0.00022020742698775075,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
85,fixed_lr_3e-6,3e-06,0.3774497471508026,0.0023621110060270123,0.3784188071245024,0.0009690599736998373,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
85,fixed_lr_4p5e-6,4.5e-06,0.36839974175442297,-0.0002533729970834453,0.3683060934937781,-9.364826064484078e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
85,fixed_lr_6e-6,6e-06,0.3669891469240269,-0.00023413258424159755,0.3669787722145766,-1.0374709450311492e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
85,fixed_lr_7p5e-6,7.5e-06,0.36880687529188677,0.00019375174060826117,0.36874621755214587,-6.065773974084365e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
85,fixed_lr_9e-6,9e-06,0.36663418780454654,0.0006108070528011988,0.36698702481709516,0.00035283701254862354,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
85,fixed_lr_10p5e-6,1.05e-05,0.3655764945545135,-0.0004154527368187,0.3656306386955592,5.414414104565335e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
85,fixed_lr_12e-6,1.2e-05,0.36725377789153,-0.0012106612572544972,0.3669609502788935,-0.0002928276126364371,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
85,fixed_lr_14e-6,1.4e-05,0.36729640710186295,-0.0002566186715771135,0.3670579940525805,-0.00023841304928245988,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
86,fixed_lr_3e-6,3e-06,0.3779305998574966,-0.0004808527066940127,0.37817470349099946,0.0002441036335029123,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
86,fixed_lr_4p5e-6,4.5e-06,0.3700343278240553,-0.0016345860696323489,0.3691702106589167,-0.0008641171651386226,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
86,fixed_lr_6e-6,6e-06,0.366768136829884,0.00022101009414288164,0.3668734545222303,0.00010531769234628507,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
86,fixed_lr_7p5e-6,7.5e-06,0.36833550608831656,0.0004713692035702155,0.3685408618202312,0.00020535573191465817,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
86,fixed_lr_9e-6,9e-06,0.3665461458517151,8.804195283146354e-05,0.3667665853344051,0.0002204394826900713,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
86,fixed_lr_10p5e-6,1.05e-05,0.3661200300098618,-0.0005435354553482985,0.36587533435271047,-0.0002446956571512948,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
86,fixed_lr_12e-6,1.2e-05,0.3654047345886567,0.0018490433028733322,0.3661828424337751,0.0007781078451184475,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
